0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 labels
393.17 178.96 399.28 170.5 384.85 172.47 404.6 172.98 371.82 176.55 415.23 210.52 382.59 217.17 428.05 210.29 427.3 219.91 440.82 148.87 442.71 156.71 426.83 334.82 394.01 337.69 460.72 408.73 377.0 414.07 436.7 505.96 344.9 510.47 drive
392.56 177.94 398.8 170.58 384.93 172.11 403.15 174.21 371.15 176.09 412.72 214.29 379.78 215.96 431.18 218.63 424.04 215.96 444.57 162.19 439.26 156.5 425.81 330.39 395.5 331.08 457.35 406.67 383.21 401.69 437.48 509.13 356.76 497.52 drive
246.81 179.06 254.51 173.99 241.41 171.18 262.52 178.76 234.71 171.55 253.46 220.4 227.68 202.63 211.6 219.12 221.37 180.08 190.75 161.0 207.12 139.63 246.26 344.97 215.93 337.43 266.61 423.5 177.25 414.82 315.85 513.79 201.99 516.32 drive
393.14 178.89 398.76 171.82 386.12 172.42 402.08 175.86 373.24 176.08 409.55 213.3 382.64 215.1 432.33 215.57 422.2 219.41 443.09 157.59 445.8 161.4 419.3 331.11 393.64 331.7 451.39 405.27 397.76 400.79 434.14 504.63 363.71 501.16 drive
 drive
392.92 179.18 399.23 170.66 384.57 172.51 404.68 172.93 371.03 176.12 414.99 210.84 382.13 216.35 428.8 212.22 426.84 218.97 441.93 153.19 439.94 156.86 426.48 333.08 394.06 335.14 459.64 407.78 379.35 409.52 435.89 507.3 349.89 505.92 drive
309.31 206.65 316.28 199.35 302.34 198.7 319.43 205.52 288.88 203.11 307.28 256.63 271.06 246.95 272.0 252.7 260.12 233.58 225.24 193.7 218.85 198.88 264.89 405.88 232.63 399.45 278.73 511.86 228.85 510.95 286.95 606.43 248.15 600.11 drive
362.55 126.99 356.21 123.9 360.87 124.05 339.99 135.15 355.26 135.26 351.4 170.79 360.28 167.22 383.83 143.51 392.75 134.33 383.09 88.53 392.6 88.36 401.21 259.57 405.81 263.22 436.78 320.44 433.31 319.88 456.19 406.96 453.22 411.05 drive
242.13 179.15 246.74 172.92 240.29 173.18 253.24 175.54 241.78 176.11 252.71 213.53 228.81 211.41 210.91 214.45 203.77 202.49 184.9 169.93 173.88 165.08 237.34 331.34 212.37 331.15 242.45 391.01 176.75 405.87 273.7 480.77 202.97 504.58 drive
246.71 178.84 254.2 173.85 241.67 171.09 261.86 178.67 235.49 171.5 253.32 219.92 228.25 202.25 212.02 219.24 222.48 180.16 190.89 161.41 207.89 140.16 245.94 343.75 216.16 336.23 265.99 422.13 177.64 413.58 314.7 513.44 202.12 516.33 drive
 drive
370.46 163.98 381.44 148.33 354.46 151.01 388.27 151.99 325.63 157.05 409.4 200.86 327.6 213.97 453.31 200.82 436.43 219.91 499.22 127.33 500.29 124.64 399.88 391.07 322.24 396.59 493.0 435.18 278.25 454.53 380.49 551.43 193.62 565.15 drive
370.77 167.13 382.46 150.65 354.72 153.11 390.22 150.53 325.39 155.37 410.8 198.05 325.54 213.64 454.67 196.58 436.74 218.0 494.03 124.3 504.59 121.51 398.81 391.49 318.68 398.66 492.53 431.28 270.04 458.68 380.11 552.22 186.11 575.27 drive
 drive
272.48 162.98 287.11 153.68 262.17 149.37 313.39 157.61 252.29 146.84 304.57 220.02 233.94 189.49 219.16 221.2 189.86 157.83 152.04 138.8 154.53 111.39 315.71 393.4 239.06 384.61 372.98 440.49 146.08 437.25 527.78 542.08 244.0 558.95 drive
272.71 162.91 287.36 153.69 262.48 149.29 313.73 157.78 252.8 146.74 305.17 220.7 234.36 189.19 219.38 221.68 190.53 156.71 151.31 138.77 155.42 111.1 315.38 393.83 238.5 384.44 375.35 443.88 147.61 438.74 528.04 543.33 243.53 558.3 drive
434.6 204.44 453.53 196.49 429.96 185.6 471.38 207.79 412.86 182.37 478.23 245.73 384.36 243.96 536.62 190.7 480.02 284.67 569.35 163.66 565.81 228.64 354.22 419.49 270.31 397.79 397.55 499.71 190.66 424.07 267.74 554.38 96.84 499.0 drive
323.51 212.56 330.86 206.37 318.49 206.74 346.24 213.3 316.63 214.83 380.43 245.63 329.33 265.75 429.04 203.09 364.54 255.56 434.23 180.94 409.0 208.59 407.63 392.2 371.95 399.85 405.71 492.73 372.32 496.78 384.57 586.2 362.01 604.99 drive
371.99 166.78 381.81 148.91 355.56 154.21 386.39 148.54 324.01 158.98 409.77 200.51 330.21 219.29 445.03 193.15 443.2 220.81 487.87 128.99 504.53 135.76 408.55 391.34 330.56 398.47 503.35 438.3 270.72 460.95 378.82 557.16 173.76 561.5 drive
480.34 241.42 491.17 235.97 482.11 225.8 486.14 243.94 467.6 218.57 476.15 276.91 412.9 257.27 532.25 278.28 498.62 316.13 602.04 252.04 600.72 279.3 307.34 415.76 244.17 387.84 335.35 490.08 175.39 411.9 223.24 546.69 94.07 477.26 drive
290.79 169.12 302.28 155.67 275.39 155.98 314.66 156.02 251.66 153.12 309.14 227.82 225.1 196.28 217.49 231.35 185.73 156.67 129.17 129.23 135.85 120.99 320.0 410.46 238.66 398.63 349.57 428.24 140.6 429.55 436.33 556.04 238.77 551.33 drive
276.56 169.29 289.77 156.87 263.51 154.22 315.06 155.96 250.38 149.21 316.56 222.8 232.78 194.77 221.39 231.98 195.05 166.71 138.44 128.62 148.43 127.41 321.52 408.0 240.2 396.26 332.96 428.53 126.03 432.29 439.76 539.98 242.99 558.79 drive
274.5 163.34 288.0 153.44 262.67 150.48 314.48 154.96 252.88 146.98 313.13 225.15 238.63 187.81 218.8 224.9 203.78 133.2 144.93 145.13 165.05 101.96 318.59 397.94 241.5 385.83 361.73 441.23 150.16 441.62 478.18 538.69 244.3 556.33 drive
290.04 168.85 301.42 155.49 274.48 155.79 314.31 156.65 251.66 154.5 309.81 226.54 227.25 199.46 215.52 226.51 187.31 159.6 132.01 127.28 137.33 123.65 324.95 410.51 244.22 401.29 348.52 421.31 141.9 430.48 432.76 546.58 238.88 552.75 drive
273.19 163.33 286.63 153.11 260.86 150.61 313.67 154.43 250.74 147.58 313.21 225.03 237.17 189.03 219.8 224.22 201.98 133.4 143.05 143.52 161.59 99.94 318.85 396.52 240.84 385.24 362.9 438.28 150.19 441.66 479.85 537.79 245.21 557.79 drive
279.03 170.7 290.81 158.73 265.07 157.49 310.44 158.12 249.95 153.27 311.98 227.65 235.6 188.46 219.07 227.3 208.02 118.39 129.21 122.02 154.09 88.4 321.17 409.48 243.09 394.4 339.49 422.04 132.35 428.36 437.93 542.94 244.61 553.54 drive
386.75 170.1 398.14 153.63 371.19 156.54 407.5 151.97 346.51 158.06 427.0 198.46 348.26 220.91 467.71 155.31 451.91 225.68 501.47 104.83 518.33 148.47 398.08 393.43 319.74 397.5 485.49 456.63 242.74 464.46 372.85 559.77 138.43 554.86 drive
274.26 163.47 287.68 153.3 261.82 150.72 313.67 154.71 251.12 147.55 312.18 225.12 236.37 188.66 220.12 224.53 200.75 134.66 143.19 143.22 160.72 101.23 318.51 396.59 240.2 385.22 365.66 439.97 149.28 442.03 487.7 540.46 244.46 558.52 drive
323.51 211.7 331.06 205.69 318.91 205.09 345.6 212.57 317.94 211.36 374.28 247.24 333.24 264.32 420.99 207.42 362.6 256.34 419.23 188.17 408.31 208.02 403.76 391.9 377.96 398.06 391.87 493.61 387.7 492.48 371.83 588.52 371.81 602.66 drive
273.95 163.43 286.32 151.06 259.59 150.79 311.56 152.42 247.41 149.99 314.58 225.97 236.82 186.66 216.76 228.09 204.88 120.08 126.68 122.99 149.25 91.3 316.98 409.17 237.68 393.17 344.7 426.24 133.92 428.37 446.03 547.45 240.8 551.27 drive
270.28 140.21 274.66 131.98 268.26 130.03 303.52 117.13 284.66 115.18 322.41 147.44 316.64 131.32 242.3 175.62 298.13 95.95 189.02 125.51 247.19 65.65 395.97 296.3 370.71 298.34 442.51 414.19 345.34 442.93 539.88 509.81 369.14 578.83 drive
360.5 147.67 364.21 136.92 357.31 137.05 347.61 125.98 331.67 123.88 322.5 138.87 324.25 159.6 355.98 90.8 395.21 184.94 400.62 69.35 443.93 130.81 267.45 293.75 252.72 291.17 286.76 441.6 205.18 404.78 255.48 580.22 115.1 528.26 drive
265.58 138.21 269.91 130.11 264.88 128.28 299.99 117.44 283.52 115.3 319.82 148.67 316.23 132.96 241.52 173.17 298.08 96.44 189.13 124.71 247.68 64.72 393.78 295.26 370.17 296.99 440.35 415.59 345.08 441.42 537.86 513.22 370.54 578.58 drive
363.24 141.33 365.86 130.78 360.3 131.32 347.17 121.31 334.59 120.61 321.8 134.66 325.89 158.66 356.48 92.15 394.95 190.63 397.66 71.31 440.7 138.32 267.57 294.34 254.12 294.1 285.05 439.63 204.6 412.08 255.99 577.63 112.51 535.52 drive
272.7 141.44 277.14 133.06 270.15 131.12 304.63 117.23 285.11 115.55 322.1 146.85 316.18 131.57 241.43 174.9 297.3 96.76 188.42 124.84 246.63 66.38 395.43 296.04 370.26 298.56 442.1 413.72 345.69 443.22 539.42 508.48 369.65 578.42 drive
359.73 147.53 363.53 137.04 356.47 136.54 348.51 127.43 330.73 123.04 327.8 148.14 321.34 158.94 368.86 109.64 391.29 175.47 407.02 76.51 442.96 121.11 271.28 298.4 252.07 292.36 286.0 443.53 206.36 405.95 256.12 581.16 117.9 526.75 drive
363.14 144.08 367.67 134.67 358.9 132.19 358.81 130.92 334.24 123.07 351.05 161.03 303.23 161.48 399.19 185.98 288.3 231.48 422.78 137.74 306.13 175.87 285.5 297.48 249.67 288.33 277.21 438.5 222.33 404.84 252.2 575.75 123.6 536.38 drive
360.54 147.2 369.41 138.49 354.96 133.99 364.75 131.65 333.67 121.76 365.56 154.62 293.9 166.95 397.25 185.62 274.92 241.68 421.8 132.69 301.03 187.5 297.36 302.37 263.55 304.34 231.22 413.17 283.32 424.56 127.38 533.92 240.5 572.88 drive
270.47 141.99 275.13 131.92 273.11 132.51 305.9 121.83 291.39 126.1 323.42 153.48 304.94 168.21 241.83 173.6 254.8 177.21 199.81 118.31 210.0 119.35 391.15 298.76 361.91 314.94 441.58 401.88 343.9 449.22 534.72 490.94 375.37 580.98 drive
547.24 294.42 553.33 295.07 546.13 285.57 554.87 290.65 533.79 271.96 517.88 309.06 503.13 270.48 516.65 360.26 514.52 336.07 543.75 363.09 555.8 371.85 283.86 330.72 269.88 287.56 213.86 357.41 191.74 266.48 109.13 321.22 96.73 237.25 drive
359.3 148.19 363.49 137.71 356.15 137.19 349.44 127.99 330.11 122.85 331.29 150.26 319.45 157.95 374.36 115.2 385.22 175.43 410.92 76.01 435.19 123.3 277.13 302.05 255.34 294.2 285.38 445.4 206.51 403.86 254.8 582.37 119.33 521.97 drive
564.63 58.85 568.39 50.11 566.64 52.59 590.37 50.9 591.17 54.3 617.0 93.14 613.25 102.59 618.68 169.14 608.61 193.45 599.95 90.33 588.97 112.89 640.0 254.91 636.76 259.06 630.08 323.48 628.01 336.76 623.23 344.47 590.13 371.7 drive
359.33 147.92 363.65 137.71 355.82 136.71 350.81 128.71 330.25 122.47 333.29 153.44 318.55 154.92 377.17 122.57 380.36 162.22 411.41 82.0 431.0 114.14 274.75 300.11 251.26 290.65 285.32 443.64 207.56 405.82 255.74 581.69 119.61 526.47 drive
360.56 148.73 366.0 138.1 356.22 137.36 358.69 130.95 330.88 125.56 349.65 163.0 303.6 164.19 392.69 171.78 285.61 246.43 420.96 116.15 274.07 277.13 287.22 303.78 252.74 292.52 281.6 440.61 216.96 404.88 254.59 576.59 119.51 530.97 drive
361.37 140.59 365.1 130.34 357.52 129.78 349.55 122.68 332.01 119.85 325.93 141.61 323.7 162.17 360.98 104.57 394.87 194.35 403.87 80.52 445.27 136.72 270.98 299.08 253.24 297.83 286.37 443.11 202.81 415.39 258.08 578.38 112.44 536.19 drive
620.77 23.93 625.91 21.46 621.06 18.96 627.44 31.47 616.43 25.52 611.9 47.23 592.47 44.61 567.1 40.15 532.83 40.58 540.77 7.92 506.96 9.16 578.53 48.34 564.6 45.32 558.56 48.01 546.83 46.89 552.7 16.07 530.83 15.04 drive
272.75 144.27 278.03 136.85 272.34 135.2 304.74 126.99 287.79 125.32 320.09 155.24 313.61 145.03 239.09 175.87 288.1 114.58 196.88 132.57 242.88 78.04 395.38 299.41 370.23 303.39 444.62 418.3 346.71 441.27 539.33 515.67 371.94 575.3 drive
362.02 139.22 365.64 129.21 358.31 128.28 350.68 122.28 333.22 118.73 328.62 142.66 322.16 161.84 363.79 107.52 384.83 197.09 406.35 79.96 438.52 137.41 273.29 298.52 253.82 296.28 285.42 444.17 205.13 412.78 257.56 580.7 113.87 533.96 drive
359.49 147.5 363.32 137.11 355.91 136.42 349.55 128.2 329.92 123.03 331.45 151.73 320.25 157.23 376.16 118.09 386.92 169.55 410.87 77.89 438.63 114.91 273.59 299.58 251.82 291.07 284.91 444.67 206.83 404.12 255.54 584.37 117.25 525.34 drive
318.04 132.39 312.54 125.01 320.03 127.95 287.45 136.25 310.86 142.94 293.88 176.64 287.01 204.68 315.86 176.49 326.52 239.3 370.45 152.74 365.04 161.44 284.88 336.37 264.96 347.18 338.56 444.55 216.18 454.05 291.04 554.98 130.87 557.55 drive
364.67 474.69 312.03 419.48 219.83 527.6 361.82 419.26 120.66 640.0 512.57 472.29 373.21 640.0 590.62 548.82 546.39 640.0 527.92 424.21 537.18 527.9 564.06 414.73 484.18 502.08 423.91 358.99 460.13 565.48 444.57 460.0 414.2 318.04 drive
330.91 121.88 342.45 109.33 316.8 109.87 351.35 115.35 292.99 115.59 372.76 166.22 291.1 166.11 400.34 186.65 371.94 177.42 421.46 135.14 430.14 126.94 343.25 336.8 266.71 332.52 405.02 425.77 186.9 433.12 304.61 565.23 89.19 574.46 drive
306.36 167.43 305.21 160.72 307.82 162.97 288.17 165.16 300.21 170.14 290.15 184.41 288.34 219.64 292.03 127.91 340.58 228.72 309.81 100.8 371.09 150.58 284.02 337.76 264.09 348.79 336.99 449.48 210.5 453.92 291.3 551.27 127.24 556.78 drive
291.04 166.81 293.55 161.7 296.9 156.81 310.25 161.47 320.25 150.04 331.25 203.7 322.0 172.8 281.07 247.39 315.88 130.66 234.08 189.35 258.85 111.5 377.38 327.41 352.23 326.52 436.94 409.2 327.45 444.99 541.46 444.47 395.37 533.94 drive
321.14 145.15 313.93 139.39 320.69 143.0 287.04 153.53 304.5 161.53 290.7 190.57 286.3 215.58 319.19 167.25 338.24 222.86 366.29 145.05 366.31 156.21 282.55 346.84 263.5 356.6 337.77 445.06 215.45 458.54 291.15 554.6 131.39 557.91 drive
221.76 245.79 216.49 248.36 219.66 247.7 203.57 276.53 224.92 275.69 215.25 318.52 253.74 313.96 216.31 231.96 288.87 227.3 218.62 179.71 256.16 163.01 300.63 417.75 330.12 421.74 337.96 329.1 402.99 330.2 301.04 371.09 422.82 380.02 drive
333.2 167.56 338.56 163.45 333.54 161.63 347.58 171.83 344.05 166.27 349.87 221.44 356.24 195.03 291.41 218.71 362.39 144.91 264.76 149.35 333.77 109.01 373.23 353.5 354.15 343.39 418.38 458.91 303.32 447.22 509.52 552.46 333.85 560.24 drive
430.79 287.85 434.52 281.34 427.9 281.09 445.03 265.72 417.73 267.05 444.89 240.42 388.14 257.81 469.86 268.81 372.19 345.46 460.42 314.44 426.14 379.97 361.11 222.82 313.87 221.52 363.79 307.59 248.68 292.27 381.18 343.29 178.38 323.01 drive
311.55 166.08 307.18 159.19 313.08 162.85 284.47 165.68 304.44 173.92 285.19 190.09 294.28 222.0 289.06 135.35 346.04 223.53 311.06 94.27 371.89 150.55 278.99 340.73 266.06 350.44 334.57 451.41 213.36 455.62 291.57 553.54 127.87 553.96 drive
306.37 171.28 304.92 163.86 306.5 166.42 287.33 167.43 295.82 172.42 287.37 192.96 288.63 219.11 294.06 153.3 344.14 223.94 324.64 122.8 372.92 150.67 281.93 340.56 264.37 348.73 335.78 451.98 213.1 455.92 291.05 552.45 127.98 556.78 drive
330.67 172.29 334.73 167.64 333.45 165.02 339.25 172.72 346.6 165.45 345.86 215.86 352.03 193.05 296.09 217.05 354.18 155.7 262.2 148.45 320.58 118.86 372.21 350.93 353.7 341.92 415.67 459.82 303.68 445.84 507.43 551.61 335.04 562.67 drive
408.59 271.0 415.22 264.71 406.85 262.28 426.85 240.08 398.83 235.46 424.74 235.6 372.62 242.46 440.89 281.69 374.17 336.67 460.18 321.11 433.09 368.94 306.18 230.1 275.05 220.6 246.69 315.96 231.01 280.55 173.92 239.11 172.0 210.81 drive
210.88 254.33 216.75 240.16 198.5 242.65 235.57 253.03 195.21 256.73 300.4 326.96 242.1 338.31 447.53 303.19 278.01 319.54 520.11 335.02 227.08 323.52 431.88 538.03 397.42 549.48 425.61 521.88 426.06 531.08 481.23 563.08 483.58 571.68 drive
